crime_type,category,date_reported,time_reported,zone,location_name,latitude,longitude,status,severity,weapon_involved,victim_age,victim_gender,day_of_week,hour_of_day,description
Homicide,Violent Crime,2026-05-17,12:41:03,Zone 6,Railway Station Rd,13.076133,80.223278,Solved,High,1,51,Other,Sunday,12,Homicide reported near Riverside Park.
Burglary,Theft,2025-07-26,21:44:45,Zone 2,Railway Station Rd,13.045856,80.200945,Pending,High,0,16,Female,Saturday,21,Burglary reported near North Bus Depot.
Domestic Violence,Violent Crime,2026-04-05,06:08:56,Zone 4,University Gate,13.129704,80.214948,Under Investigation,Critical,1,59,Other,Sunday,6,Domestic Violence reported near Old Town Square.
Domestic Violence,Violent Crime,2026-03-08,10:48:13,Zone 5,Riverside Park,13.070358,80.262917,Pending,High,0,60,Other,Sunday,10,Domestic Violence reported near Greenfield Sector 7.
Assault,Violent Crime,2025-07-24,15:54:21,Zone 4,Greenfield Sector 7,13.105118,80.231211,Under Investigation,Critical,1,24,Male,Thursday,15,Assault reported near Hilltop Avenue.
Phishing,Cybercrime,2026-05-19,03:39:23,Zone 3,MG Road Junction,13.124876,80.205673,Solved,Medium,0,68,Other,Tuesday,3,Phishing reported near MG Road Junction.
Shoplifting,Theft,2026-02-16,05:22:50,Zone 1,MG Road Junction,13.146641,80.305163,Pending,High,0,29,Other,Monday,5,Shoplifting reported near University Gate.
Shoplifting,Theft,2026-03-07,03:18:03,Zone 5,Harbor Front,13.04621,80.20092,Solved,Low,1,29,Female,Saturday,3,Shoplifting reported near North Bus Depot.
Shoplifting,Theft,2025-10-25,07:19:29,Zone 5,Lakeview Colony,13.053855,80.27161,Solved,Low,0,49,Female,Saturday,7,Shoplifting reported near Lakeview Colony.
Public Intoxication,Public Order,2025-11-27,11:05:59,Zone 3,Greenfield Sector 7,13.100012,80.215463,Solved,Medium,1,49,Other,Thursday,11,Public Intoxication reported near Hilltop Avenue.
Trespassing,Public Order,2026-05-24,05:23:33,Zone 6,Greenfield Sector 7,13.151155,80.258587,Solved,Medium,1,52,Female,Sunday,5,Trespassing reported near Lakeview Colony.
Robbery,Violent Crime,2025-08-11,08:04:30,Zone 4,North Bus Depot,13.141866,80.305807,Under Investigation,Critical,0,39,Male,Monday,8,Robbery reported near Old Town Square.
Shoplifting,Theft,2025-12-11,11:09:34,Zone 3,Hilltop Avenue,13.061839,80.249059,Pending,Low,0,26,Female,Thursday,11,Shoplifting reported near Riverside Park.
Robbery,Violent Crime,2026-05-28,22:44:30,Zone 4,Lakeview Colony,13.056324,80.19763,Solved,High,1,43,Other,Thursday,22,Robbery reported near Railway Station Rd.
Burglary,Theft,2026-07-13,17:21:13,Zone 5,Hilltop Avenue,13.027914,80.322817,Solved,Low,0,67,Other,Monday,17,Burglary reported near North Bus Depot.
Trespassing,Public Order,2026-01-08,08:08:55,Zone 3,Hilltop Avenue,13.085557,80.341642,Solved,Low,1,45,Male,Thursday,8,Trespassing reported near MG Road Junction.
Vandalism,Public Order,2026-07-11,15:53:14,Zone 5,Railway Station Rd,13.091591,80.305104,Pending,Low,0,74,Other,Saturday,15,Vandalism reported near Central Market.
Drug Trafficking,Narcotics,2026-05-05,01:46:30,Zone 1,Railway Station Rd,13.107096,80.338147,Solved,Low,0,74,Male,Tuesday,1,Drug Trafficking reported near Riverside Park.
Burglary,Theft,2026-02-24,07:43:18,Zone 1,University Gate,13.080918,80.332852,Pending,Critical,0,58,Female,Tuesday,7,Burglary reported near Railway Station Rd.
Vandalism,Public Order,2025-08-02,18:30:06,Zone 1,Railway Station Rd,13.062892,80.304264,Solved,Low,0,42,Female,Saturday,18,Vandalism reported near MG Road Junction.
Trespassing,Public Order,2026-03-18,12:17:01,Zone 5,Riverside Park,13.005494,80.304844,Under Investigation,Low,1,59,Female,Wednesday,12,Trespassing reported near Harbor Front.
Hacking,Cybercrime,2025-08-31,22:11:08,Zone 6,Greenfield Sector 7,13.136746,80.283413,Solved,High,0,61,Male,Sunday,22,Hacking reported near Railway Station Rd.
Shoplifting,Theft,2025-11-14,11:48:07,Zone 1,MG Road Junction,13.056232,80.316875,Under Investigation,Medium,0,63,Other,Friday,11,Shoplifting reported near Central Market.
Burglary,Theft,2025-12-14,01:02:08,Zone 1,Industrial Estate,13.066912,80.280384,Under Investigation,Medium,0,54,Female,Sunday,1,Burglary reported near Hilltop Avenue.
Shoplifting,Theft,2025-10-29,16:22:31,Zone 2,Central Market,13.145809,80.28672,Pending,Low,0,68,Female,Wednesday,16,Shoplifting reported near Lakeview Colony.
Drug Trafficking,Narcotics,2025-08-25,21:43:53,Zone 2,Railway Station Rd,13.04111,80.215623,Under Investigation,High,0,60,Male,Monday,21,Drug Trafficking reported near Harbor Front.
Robbery,Violent Crime,2025-10-24,13:34:21,Zone 4,Riverside Park,13.044919,80.332935,Pending,Critical,1,34,Male,Friday,13,Robbery reported near MG Road Junction.
Assault,Violent Crime,2025-10-09,19:05:19,Zone 1,Industrial Estate,13.109346,80.251018,Solved,Low,0,33,Male,Thursday,19,Assault reported near Riverside Park.
Trespassing,Public Order,2026-04-04,22:44:46,Zone 4,Lakeview Colony,13.034404,80.228215,Under Investigation,High,0,54,Other,Saturday,22,Trespassing reported near North Bus Depot.
Vehicle Theft,Theft,2026-06-17,14:33:52,Zone 1,Old Town Square,13.09793,80.228267,Pending,Medium,0,70,Other,Wednesday,14,Vehicle Theft reported near MG Road Junction.
Burglary,Theft,2026-01-26,03:34:56,Zone 2,MG Road Junction,13.153632,80.31166,Pending,Medium,0,75,Female,Monday,3,Burglary reported near University Gate.
Public Intoxication,Public Order,2026-06-01,20:25:10,Zone 2,Riverside Park,13.088106,80.293532,Solved,Medium,0,59,Other,Monday,20,Public Intoxication reported near Lakeview Colony.
Drug Trafficking,Narcotics,2025-11-24,20:54:00,Zone 5,Central Market,13.14219,80.336518,Under Investigation,Low,1,18,Female,Monday,20,Drug Trafficking reported near Harbor Front.
Assault,Violent Crime,2025-09-05,17:12:38,Zone 5,Central Market,13.074358,80.271314,Pending,Critical,0,63,Female,Friday,17,Assault reported near Riverside Park.
Online Fraud,Cybercrime,2025-11-15,17:22:41,Zone 6,Railway Station Rd,13.007305,80.307256,Pending,Medium,0,60,Male,Saturday,17,Online Fraud reported near Hilltop Avenue.
Robbery,Violent Crime,2025-08-13,18:13:26,Zone 4,Central Market,13.150994,80.259891,Solved,High,1,62,Other,Wednesday,18,Robbery reported near Lakeview Colony.
Hacking,Cybercrime,2026-04-18,03:27:27,Zone 6,University Gate,13.072297,80.273056,Solved,Medium,0,60,Male,Saturday,3,Hacking reported near Railway Station Rd.
Hacking,Cybercrime,2026-01-31,04:58:41,Zone 6,Railway Station Rd,13.099056,80.333419,Pending,Medium,0,34,Other,Saturday,4,Hacking reported near Greenfield Sector 7.
Drug Possession,Narcotics,2026-05-07,04:30:30,Zone 2,MG Road Junction,13.077077,80.260113,Solved,Critical,0,51,Male,Thursday,4,Drug Possession reported near Hilltop Avenue.
Drug Possession,Narcotics,2026-02-04,22:58:45,Zone 3,Lakeview Colony,13.15329,80.237245,Under Investigation,Medium,0,37,Female,Wednesday,22,Drug Possession reported near Hilltop Avenue.
Drug Possession,Narcotics,2026-05-05,23:55:22,Zone 5,Central Market,13.141484,80.246847,Solved,Low,0,69,Female,Tuesday,23,Drug Possession reported near Hilltop Avenue.
Homicide,Violent Crime,2026-06-24,20:11:16,Zone 4,Railway Station Rd,13.045863,80.303341,Pending,Medium,1,38,Other,Wednesday,20,Homicide reported near Railway Station Rd.
Burglary,Theft,2025-09-18,00:06:46,Zone 1,Harbor Front,13.14305,80.245083,Solved,Low,0,18,Female,Thursday,0,Burglary reported near Old Town Square.
Pickpocketing,Theft,2025-08-11,14:09:11,Zone 2,Hilltop Avenue,13.028628,80.326857,Solved,Low,0,17,Female,Monday,14,Pickpocketing reported near Riverside Park.
Pickpocketing,Theft,2025-08-23,00:08:51,Zone 1,University Gate,13.044569,80.218342,Solved,Low,0,67,Other,Saturday,0,Pickpocketing reported near Railway Station Rd.
Trespassing,Public Order,2025-08-25,23:44:51,Zone 3,Old Town Square,13.054961,80.332161,Pending,Medium,0,41,Other,Monday,23,Trespassing reported near Greenfield Sector 7.
Public Intoxication,Public Order,2026-06-20,17:31:50,Zone 3,University Gate,13.036025,80.294051,Solved,Low,0,20,Female,Saturday,17,Public Intoxication reported near Lakeview Colony.
Hacking,Cybercrime,2026-01-15,04:47:55,Zone 6,North Bus Depot,13.045527,80.222428,Pending,Low,0,58,Female,Thursday,4,Hacking reported near Harbor Front.
Domestic Violence,Violent Crime,2025-11-05,16:25:53,Zone 5,Railway Station Rd,13.050654,80.24081,Under Investigation,Medium,1,39,Other,Wednesday,16,Domestic Violence reported near Railway Station Rd.
Drug Trafficking,Narcotics,2026-03-14,20:41:26,Zone 1,North Bus Depot,13.126133,80.288313,Solved,Low,0,71,Other,Saturday,20,Drug Trafficking reported near Lakeview Colony.
Drug Possession,Narcotics,2026-01-15,19:50:19,Zone 5,Old Town Square,13.05376,80.200232,Solved,Critical,0,41,Female,Thursday,19,Drug Possession reported near Riverside Park.
Pickpocketing,Theft,2026-04-07,06:48:38,Zone 6,Railway Station Rd,13.124058,80.281443,Under Investigation,Medium,0,74,Male,Tuesday,6,Pickpocketing reported near Greenfield Sector 7.
Public Intoxication,Public Order,2025-08-08,23:00:15,Zone 3,Central Market,13.092657,80.195272,Under Investigation,Low,0,38,Male,Friday,23,Public Intoxication reported near Harbor Front.
Shoplifting,Theft,2026-01-22,15:35:06,Zone 2,Old Town Square,13.052564,80.245647,Pending,High,0,65,Other,Thursday,15,Shoplifting reported near Harbor Front.
Domestic Violence,Violent Crime,2025-09-01,09:51:46,Zone 6,Old Town Square,13.118681,80.206791,Pending,Medium,1,71,Male,Monday,9,Domestic Violence reported near Lakeview Colony.
Public Intoxication,Public Order,2026-03-03,17:53:43,Zone 3,Industrial Estate,13.063549,80.220009,Solved,Medium,0,47,Male,Tuesday,17,Public Intoxication reported near Hilltop Avenue.
Identity Theft,Cybercrime,2026-02-16,22:16:40,Zone 2,Harbor Front,13.123756,80.346988,Under Investigation,High,0,21,Other,Monday,22,Identity Theft reported near North Bus Depot.
Public Intoxication,Public Order,2025-08-09,13:22:20,Zone 3,Riverside Park,13.123628,80.225887,Pending,Medium,0,46,Male,Saturday,13,Public Intoxication reported near Hilltop Avenue.
Burglary,Theft,2026-03-11,08:06:53,Zone 1,University Gate,13.025164,80.204599,Under Investigation,Low,0,62,Other,Wednesday,8,Burglary reported near Riverside Park.
Assault,Violent Crime,2026-04-18,01:16:33,Zone 4,Greenfield Sector 7,13.021665,80.346813,Solved,High,1,75,Male,Saturday,1,Assault reported near Lakeview Colony.
Drug Trafficking,Narcotics,2026-03-15,20:15:59,Zone 5,Old Town Square,13.101655,80.244464,Under Investigation,Low,0,37,Male,Sunday,20,Drug Trafficking reported near University Gate.
Drug Possession,Narcotics,2026-05-12,05:43:51,Zone 3,Hilltop Avenue,13.018693,80.218419,Solved,Medium,0,74,Other,Tuesday,5,Drug Possession reported near Hilltop Avenue.
Shoplifting,Theft,2026-05-30,09:09:03,Zone 1,Harbor Front,13.02594,80.287949,Solved,Low,0,25,Other,Saturday,9,Shoplifting reported near Riverside Park.
Online Fraud,Cybercrime,2026-03-08,11:49:23,Zone 6,University Gate,13.07335,80.265349,Solved,Medium,0,37,Female,Sunday,11,Online Fraud reported near Greenfield Sector 7.
Online Fraud,Cybercrime,2026-06-02,20:12:41,Zone 1,Central Market,13.050565,80.260441,Solved,Medium,0,72,Male,Tuesday,20,Online Fraud reported near Harbor Front.
Drug Trafficking,Narcotics,2025-11-11,18:06:20,Zone 6,Greenfield Sector 7,13.005228,80.214232,Under Investigation,Medium,1,24,Female,Tuesday,18,Drug Trafficking reported near Industrial Estate.
Robbery,Violent Crime,2025-10-29,22:09:43,Zone 1,Riverside Park,13.101001,80.309682,Under Investigation,High,1,26,Male,Wednesday,22,Robbery reported near Greenfield Sector 7.
Drug Possession,Narcotics,2026-02-01,02:29:27,Zone 5,Railway Station Rd,13.127182,80.208925,Pending,Low,0,47,Male,Sunday,2,Drug Possession reported near Railway Station Rd.
Phishing,Cybercrime,2026-01-06,01:17:20,Zone 6,Harbor Front,13.010879,80.320118,Solved,Low,0,40,Other,Tuesday,1,Phishing reported near Hilltop Avenue.
Drug Possession,Narcotics,2026-03-28,17:56:03,Zone 2,Harbor Front,13.029916,80.241293,Solved,Low,0,65,Male,Saturday,17,Drug Possession reported near Old Town Square.
Homicide,Violent Crime,2025-12-19,20:19:40,Zone 1,Central Market,13.013709,80.304457,Pending,Medium,1,18,Male,Friday,20,Homicide reported near North Bus Depot.
Vandalism,Public Order,2026-06-10,22:20:06,Zone 5,MG Road Junction,13.04169,80.235631,Solved,Low,0,22,Male,Wednesday,22,Vandalism reported near Hilltop Avenue.
Identity Theft,Cybercrime,2026-03-18,00:35:47,Zone 6,Hilltop Avenue,13.034218,80.307693,Pending,High,0,23,Other,Wednesday,0,Identity Theft reported near Harbor Front.
Assault,Violent Crime,2026-03-16,18:42:43,Zone 4,MG Road Junction,13.016453,80.340846,Solved,High,0,45,Other,Monday,18,Assault reported near Hilltop Avenue.
Public Intoxication,Public Order,2025-11-12,02:01:22,Zone 5,MG Road Junction,13.023404,80.231817,Under Investigation,Medium,0,45,Male,Wednesday,2,Public Intoxication reported near Lakeview Colony.
Shoplifting,Theft,2026-07-01,15:53:38,Zone 2,Central Market,13.054003,80.219549,Solved,Medium,0,72,Other,Wednesday,15,Shoplifting reported near Central Market.
Drug Trafficking,Narcotics,2026-01-12,22:26:38,Zone 5,Riverside Park,13.078318,80.289394,Solved,Low,0,45,Female,Monday,22,Drug Trafficking reported near Railway Station Rd.
Pickpocketing,Theft,2025-07-31,15:43:32,Zone 1,Central Market,13.082776,80.310713,Solved,High,0,24,Other,Thursday,15,Pickpocketing reported near Lakeview Colony.
Trespassing,Public Order,2026-03-26,13:31:13,Zone 4,MG Road Junction,13.076103,80.221996,Pending,High,0,26,Other,Thursday,13,Trespassing reported near Riverside Park.
Hacking,Cybercrime,2026-06-10,07:25:56,Zone 2,Old Town Square,13.063702,80.269778,Solved,Low,0,59,Male,Wednesday,7,Hacking reported near Central Market.
Assault,Violent Crime,2025-07-31,08:42:06,Zone 4,University Gate,13.062635,80.237983,Under Investigation,Medium,1,42,Male,Thursday,8,Assault reported near Lakeview Colony.
Public Intoxication,Public Order,2025-12-29,13:36:24,Zone 3,North Bus Depot,13.097605,80.335083,Pending,High,0,16,Male,Monday,13,Public Intoxication reported near Old Town Square.
Drug Possession,Narcotics,2025-12-23,18:05:48,Zone 5,Greenfield Sector 7,13.057822,80.346785,Under Investigation,Medium,0,23,Other,Tuesday,18,Drug Possession reported near Harbor Front.
Vehicle Theft,Theft,2025-12-31,14:17:04,Zone 2,Central Market,13.009689,80.232976,Solved,Low,1,21,Other,Wednesday,14,Vehicle Theft reported near Railway Station Rd.
Burglary,Theft,2026-02-22,06:12:01,Zone 2,Harbor Front,13.016701,80.208974,Under Investigation,Medium,0,19,Female,Sunday,6,Burglary reported near Industrial Estate.
Identity Theft,Cybercrime,2025-09-23,21:37:39,Zone 6,Riverside Park,13.074507,80.286743,Under Investigation,Low,0,22,Female,Tuesday,21,Identity Theft reported near Central Market.
Pickpocketing,Theft,2026-01-25,10:47:06,Zone 1,Lakeview Colony,13.091163,80.276226,Under Investigation,Low,1,20,Female,Sunday,10,Pickpocketing reported near North Bus Depot.
Hacking,Cybercrime,2026-03-14,23:12:53,Zone 6,Industrial Estate,13.017759,80.28612,Solved,Critical,0,44,Male,Saturday,23,Hacking reported near University Gate.
Homicide,Violent Crime,2025-09-07,10:58:35,Zone 4,University Gate,13.083839,80.204889,Under Investigation,Critical,0,53,Other,Sunday,10,Homicide reported near Greenfield Sector 7.
Drug Possession,Narcotics,2025-07-24,01:13:41,Zone 5,Harbor Front,13.134428,80.270635,Solved,Low,0,60,Male,Thursday,1,Drug Possession reported near Central Market.
Robbery,Violent Crime,2025-12-13,21:15:04,Zone 4,MG Road Junction,13.077933,80.328457,Pending,Medium,1,35,Other,Saturday,21,Robbery reported near Greenfield Sector 7.
Burglary,Theft,2025-09-11,16:23:33,Zone 1,North Bus Depot,13.126944,80.271264,Under Investigation,Low,0,59,Other,Thursday,16,Burglary reported near Greenfield Sector 7.
Burglary,Theft,2025-11-12,23:13:38,Zone 5,Railway Station Rd,13.103839,80.21398,Solved,Low,1,67,Female,Wednesday,23,Burglary reported near Central Market.
Homicide,Violent Crime,2025-10-04,19:53:57,Zone 5,Central Market,13.154489,80.23135,Solved,High,1,68,Other,Saturday,19,Homicide reported near Riverside Park.
Phishing,Cybercrime,2026-05-14,09:36:38,Zone 6,Hilltop Avenue,13.044479,80.232013,Pending,High,0,32,Female,Thursday,9,Phishing reported near North Bus Depot.
Burglary,Theft,2026-06-19,08:57:49,Zone 1,Greenfield Sector 7,13.130857,80.286351,Pending,Medium,0,18,Other,Friday,8,Burglary reported near Greenfield Sector 7.
Identity Theft,Cybercrime,2025-09-22,11:40:17,Zone 4,Riverside Park,13.149047,80.195838,Pending,Critical,0,60,Male,Monday,11,Identity Theft reported near Railway Station Rd.
Homicide,Violent Crime,2025-08-17,16:32:04,Zone 4,Railway Station Rd,13.013347,80.223691,Under Investigation,Critical,1,17,Female,Sunday,16,Homicide reported near University Gate.
Burglary,Theft,2025-07-20,23:45:58,Zone 2,Old Town Square,13.031542,80.211917,Under Investigation,Low,0,22,Other,Sunday,23,Burglary reported near Greenfield Sector 7.
Assault,Violent Crime,2025-12-18,09:15:27,Zone 5,Old Town Square,13.052727,80.334986,Pending,Low,1,34,Female,Thursday,9,Assault reported near Riverside Park.
Drug Trafficking,Narcotics,2026-04-28,02:17:15,Zone 3,Industrial Estate,13.132062,80.31133,Solved,Low,0,60,Male,Tuesday,2,Drug Trafficking reported near Central Market.
Trespassing,Public Order,2026-06-12,14:17:00,Zone 6,Hilltop Avenue,13.10073,80.282853,Solved,Low,0,55,Other,Friday,14,Trespassing reported near Central Market.
Shoplifting,Theft,2026-02-06,06:53:20,Zone 2,Lakeview Colony,13.161119,80.3002,Under Investigation,Medium,0,71,Male,Friday,6,Shoplifting reported near Harbor Front.
Burglary,Theft,2026-02-03,09:17:11,Zone 1,Railway Station Rd,13.122596,80.285681,Solved,Low,0,40,Other,Tuesday,9,Burglary reported near Lakeview Colony.
Trespassing,Public Order,2026-04-19,17:14:14,Zone 4,Hilltop Avenue,13.088662,80.205623,Pending,Low,0,66,Male,Sunday,17,Trespassing reported near Greenfield Sector 7.
Online Fraud,Cybercrime,2026-02-10,06:40:54,Zone 6,University Gate,13.026507,80.191052,Solved,Medium,0,28,Female,Tuesday,6,Online Fraud reported near Lakeview Colony.
Shoplifting,Theft,2025-08-04,13:14:15,Zone 2,Lakeview Colony,13.043877,80.266322,Pending,Low,1,73,Other,Monday,13,Shoplifting reported near Old Town Square.
Hacking,Cybercrime,2026-01-12,04:15:46,Zone 6,Industrial Estate,13.092623,80.252095,Solved,Medium,0,37,Male,Monday,4,Hacking reported near Railway Station Rd.
Vandalism,Public Order,2025-09-23,08:48:54,Zone 3,Old Town Square,13.092211,80.335247,Solved,Medium,0,72,Female,Tuesday,8,Vandalism reported near Harbor Front.
Pickpocketing,Theft,2025-09-09,09:13:20,Zone 1,Central Market,13.09885,80.325021,Solved,Medium,0,67,Other,Tuesday,9,Pickpocketing reported near Hilltop Avenue.
Shoplifting,Theft,2026-02-26,13:29:13,Zone 2,Lakeview Colony,13.15223,80.348453,Solved,Medium,0,49,Female,Thursday,13,Shoplifting reported near Lakeview Colony.
Drug Trafficking,Narcotics,2025-11-25,05:06:29,Zone 4,Greenfield Sector 7,13.114745,80.327522,Under Investigation,Low,1,19,Male,Tuesday,5,Drug Trafficking reported near Old Town Square.
